budget,genres,popularity,revenue,runtime,title,vote_average,cast
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4.722403,0,105.0,The Caveman's Valentine,6.0,"['Samuel L. Jackson', 'Colm Feore', 'Ann Magnuson']"
18339750,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",32.445895,92180910,156.0,Downfall,7.7,"['Bruno Ganz', 'Alexandra Maria Lara', 'Corinna Harfouch']"
12806000,"[{""id"": 18, ""name"": ""Drama""}]",17.363739,38535221,125.0,The Sea Inside,7.2,"['Javier Bardem', 'Belén Rueda', 'Lola Dueñas']"
13300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",29.782161,5380251,108.0,Under the Skin,6.0,"['Scarlett Johansson', 'Kryštof Hádek', 'Paul Brannigan']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",18.362333,123922370,121.0,"Good Morning, Vietnam",7.1,"['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran']"
13400000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",0.680753,16700000,100.0,The Last Godfather,4.7,"['Harvey Keitel', 'Jason Mewes', 'Blake Clark']"
13000000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",6.735922,98441954,105.0,Justin Bieber: Never Say Never,4.8,"['Justin Bieber', 'Miley Cyrus', 'Usher Raymond']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",91.285683,327803731,108.0,Black Swan,7.3,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",105.792936,47542841,200.0,The Godfather: Part II,8.3,"['Al Pacino', 'Robert Duvall', 'Diane Keaton']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",9.969624,91038276,112.0,Save the Last Dance,6.3,"['Julia Stiles', 'Sean Patrick Thomas', 'Kerry Washington']"
7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",17.113408,72500000,99.0,A Nightmare on Elm Street 4: The Dream Master,5.8,"['Robert Englund', 'Tuesday Knight', 'Ken Sagoes']"
16000000,"[{""id"": 18, ""name"": ""Drama""}]",10.248439,77000000,117.0,Miracles from Heaven,6.7,"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",25.316146,73180723,83.0,"Dude, Where’s My Car?",5.2,"['Ashton Kutcher', 'Seann William Scott', 'Kristy Swanson']"
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",9.499325,44726644,107.0,Young Guns,6.6,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",43.791745,54837234,102.0,St. Vincent,7.1,"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts']"
12500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11.828068,49002684,100.0,About Last Night,6.0,"['Kevin Hart', 'Michael Ealy', 'Regina Hall']"
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",54.550275,53478166,97.0,10 Things I Hate About You,7.3,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13.525704,0,88.0,The New Guy,5.7,"['DJ Qualls', 'Eliza Dushku', 'Zooey Deschanel']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",12.963328,0,84.0,National Lampoon's Loaded Weapon 1,5.7,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz']"
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",60.829621,119100758,86.0,The Shallows,6.2,"['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo']"
13000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",73.307513,96060858,113.0,The Butterfly Effect,7.3,"['Ashton Kutcher', 'Melora Walters', 'Amy Smart']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",7.964289,0,89.0,Snow Day,4.8,"['Chevy Chase', 'Chris Elliott', 'Jean Smart']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2.388918,0,117.0,This Christmas,7.1,"['Loretta Devine', 'Delroy Lindo', 'Idris Elba']"
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4.580081,36450736,97.0,Baby Geniuses,3.3,"['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall']"
13000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",6.425528,27007143,91.0,The Big Hit,6.1,"['Mark Wahlberg', 'Lou Diamond Phillips', 'Christina Applegate']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4.63093,0,100.0,Harriet the Spy,5.7,"['Michelle Trachtenberg', ""Rosie O'Donnell"", 'J. Smith-Cameron']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",16.681567,35763605,84.0,Child's Play 2,5.8,"['Alex Vincent', 'Jenny Agutter', 'Gerrit Graham']"
13200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",24.656068,53830415,83.0,No Good Deed,5.6,"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb']"
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",37.104353,57096190,126.0,The Mist,6.7,"['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden']"
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",95.130041,36869414,108.0,Ex Machina,7.6,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac']"
13000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",27.546914,22863596,112.0,Being John Malkovich,7.3,"['John Cusack', 'Cameron Diaz', 'Catherine Keener']"
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2.27213,0,90.0,Two Can Play That Game,6.6,"['Vivica A. Fox', 'Morris Chestnut', 'Anthony Anderson']"
13000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",17.371327,45300000,89.0,Earth to Echo,5.7,"['Teo Halm', 'Astro', 'Resse Hartwig']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.130096,16929123,99.0,Crazy/Beautiful,6.6,"['Kirsten Dunst', 'Jay Hernandez', 'Bruce Davison']"
19000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",24.47248,68673228,141.0,Letters from Iwo Jima,7.2,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara']"
13000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",6.764437,11130889,104.0,The Astronaut Farmer,6.2,"['Billy Bob Thornton', 'Virginia Madsen', 'Max Thieriot']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1.750054,8026971,84.0,Woo,5.5,"['Jada Pinkett Smith', 'Tommy Davidson', 'Duane Martin']"
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",66.11334,35401758,117.0,Room,8.1,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",9.066881,0,82.0,Dirty Work,6.5,"['Norm Macdonald', 'Artie Lange', 'Jack Warden']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6.170139,7820688,95.0,Serial Mom,6.4,"['Kathleen Turner', 'Sam Waterston', 'Ricki Lake']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",4.742537,27500000,94.0,Dick,5.7,"['Kirsten Dunst', 'Michelle Williams', 'Will Ferrell']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1.212956,0,99.0,Light It Up,6.6,"['Usher Raymond', 'Vanessa Williams', 'Forest Whitaker']"
13000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",11.880899,16757163,106.0,54,5.5,"['Ryan Phillippe', 'Salma Hayek', 'Breckin Meyer']"
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.131123,0,84.0,Bubble Boy,5.1,"['Jake Gyllenhaal', 'Swoosie Kurtz', 'Marley Shelton']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5.831302,0,93.0,Birthday Girl,6.1,"['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",35.522027,48065672,93.0,21 & Over,5.7,"['Miles Teller', 'Skylar Astin', 'Justin Chon']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.573191,4857367,120.0,"Paris, je t'aime",6.8,"['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe']"
0,"[{""id"": 18, ""name"": ""Drama""}]",4.898437,0,112.0,Resurrecting the Champ,5.9,"['Samuel L. Jackson', 'Josh Hartnett', 'Alan Alda']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",17.632446,18000000,107.0,Admission,5.4,"['Tina Fey', 'Paul Rudd', 'Michael Sheen']"
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1.780065,0,112.0,The Widow of Saint-Pierre,6.7,"['Daniel Auteuil', 'Emir Kusturica', 'Juliette Binoche']"
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",26.373864,8459458,96.0,Chloe,5.9,"['Julianne Moore', 'Liam Neeson', 'Amanda Seyfried']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1.647335,9789900,91.0,Faithful,4.8,"['Cher', 'Chazz Palminteri', ""Ryan O'Neal""]"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",12.321302,2636637,125.0,Find Me Guilty,6.5,"['Vin Diesel', 'Alex Rocco', 'Frank Pietrangolare']"
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",43.444135,33400000,102.0,The Perks of Being a Wallflower,7.7,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']"
3000000,"[{""id"": 28, ""name"": ""Action""}]",1.279106,1200000,87.0,Excessive Force,4.5,"['Thomas Ian Griffith', 'Lance Henriksen', 'James Earl Jones']"
13000000,"[{""id"": 18, ""name"": ""Drama""}]",3.680896,1151330,110.0,Infamous,6.4,"['Sigourney Weaver', 'Toby Jones', 'Gwyneth Paltrow']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",2.996284,0,120.0,The Claim,5.6,"['Peter Mullan', 'Milla Jovovich', 'Wes Bentley']"
13000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",10.475368,1784763,91.0,The Vatican Tapes,4.6,"['Olivia Taylor Dudley', 'Michael Peña', 'Djimon Hounsou']"
14350531,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",30.952377,3964682,88.0,Attack the Block,6.3,"['Nick Frost', 'Jodie Whittaker', 'John Boyega']"
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",4.267466,303877,127.0,In the Land of Blood and Honey,5.8,"['Zana Marjanović', 'Goran Kostić', 'Branko Đurić']"
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",34.532418,68572378,94.0,The Call,6.6,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut']"
0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",6.116436,0,110.0,Operation Chromite,5.8,"['Lee Jung-jae', 'Liam Neeson', 'Lee Beom-soo']"
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1.714972,33082548,90.0,The Crocodile Hunter: Collision Course,5.3,"['Steve Irwin', 'Terri Irwin', 'Magda Szubanski']"
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",19.664699,10652035,98.0,I Love You Phillip Morris,6.4,"['Jim Carrey', 'Ewan McGregor', 'Leslie Mann']"
12000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",6.537986,55260558,100.0,Quest for Fire,7.1,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi']"
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13.349012,23367586,120.0,Antwone Fisher,6.7,"['Derek Luke', 'Malcolm David Kelley', 'Cory Hodges']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.796079,0,108.0,The Emperor's Club,6.9,"['Kevin Kline', 'Emile Hirsch', 'Embeth Davidtz']"
12500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",35.268557,12281551,120.0,True Romance,7.5,"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport']"
3100000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",7.453347,0,111.0,Womb,5.9,"['Eva Green', 'Matt Smith', 'Lesley Manville']"
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",13.939054,10725228,100.0,Glengarry Glen Ross,7.5,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']"
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11.892615,0,109.0,The Killer Inside Me,6.0,"['Casey Affleck', 'Kate Hudson', 'Jessica Alba']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5.69872,0,118.0,Cat People,6.0,"['Nastassja Kinski', 'Malcolm McDowell', 'John Heard']"
12500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8.780512,27206120,101.0,Sorority Row,5.4,"['Rumer Willis', 'Briana Evigan', 'Jamie Chung']"
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4.021389,0,101.0,The Prisoner of Zenda,8.4,"['Ronald Colman', 'Madeleine Carroll', 'Raymond Massey']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",15.817096,11293663,106.0,Lars and the Real Girl,7.1,"['Ryan Gosling', 'Emily Mortimer', 'Paul Schneider']"
12500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",34.821223,20416563,94.0,The Boy in the Striped Pyjamas,7.7,"['Asa Butterfield', 'Jack Scanlon', 'Vera Farmiga']"
12800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10402, ""name"": ""Music""}]",22.022228,40031879,140.0,Dancer in the Dark,7.6,"['Björk', 'Catherine Deneuve', 'David Morse']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0.139384,0,132.0,Oscar and Lucinda,6.2,"['Ralph Fiennes', 'Cate Blanchett', 'Ciarán Hinds']"
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2.950618,1227324,99.0,The Funeral,7.3,"['Christopher Walken', 'Chris Penn', 'Annabella Sciorra']"
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.497306,5024782,90.0,Solitary Man,5.8,"['Michael Douglas', 'Danny DeVito', 'Jesse Eisenberg']"
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",26.396191,31327899,105.0,Machete,6.3,"['Danny Trejo', 'Michelle Rodriguez', 'Jessica Alba']"
12500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",6.546037,1083683,108.0,Casino Jack,6.0,"['Kevin Spacey', 'Kelly Preston', 'Hannah Endicott-Douglas']"
12300000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",28.670193,84460846,69.0,The Land Before Time,7.0,"['Gabriel Damon', 'Candace Hutson', 'Judith Barsi']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",9.572705,15,140.0,Tae Guk Gi: The Brotherhood of War,7.4,"['Jang Dong-gun', 'Won Bin', 'Lee Eun-ju']"
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0.903529,3878993,118.0,The Perfect Game,6.3,"['Clifton Collins Jr', 'Cheech Marin', 'Moisés Arias']"
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",47.584643,441306145,122.0,The Exorcist,7.5,"['Linda Blair', 'Max von Sydow', 'Ellen Burstyn']"
7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",50.152327,470654000,124.0,Jaws,7.5,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']"
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",60.767168,235483004,95.0,American Pie,6.4,"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas']"
12516654,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",11.103202,8109160,78.0,Ernest & Celestine,7.6,"['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner']"
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",15.26213,79817939,94.0,The Golden Child,5.6,"['Eddie Murphy', 'Charles Dance', 'Charlotte Lewis']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6.035152,96070507,122.0,Think Like a Man,6.9,"['Michael Ealy', 'Jerry Ferrara', 'Meagan Good']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10.297189,75781642,102.0,Barbershop,6.2,"['Ice Cube', 'Anthony Anderson', 'Cedric the Entertainer']"
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",22.434102,96800000,113.0,Star Trek II: The Wrath of Khan,7.3,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']"
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]",41.249004,107217396,86.0,Ace Ventura: Pet Detective,6.4,"['Jim Carrey', 'Sean Young', 'Courteney Cox']"
12000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",23.161754,79567667,114.0,WarGames,7.0,"['Matthew Broderick', 'Dabney Coleman', 'Ally Sheedy']"
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",19.195399,68706993,113.0,Witness,7.0,"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer']"
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",21.958055,81272766,110.0,Act of Valor,6.3,"['Roselyn Sánchez', 'Emilio Rivera', 'Nestor Serrano']"
12000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]",45.477802,114194847,104.0,Step Up,6.7,"['Channing Tatum', 'Jenna Dewan', 'Damaine Radcliff']"
12000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",12.60629,0,81.0,Beavis and Butt-Head Do America,6.5,"['Mike Judge', 'Bruce Willis', 'Demi Moore']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",40.631671,39673162,154.0,Jackie Brown,7.3,"['Pam Grier', 'Samuel L. Jackson', 'Robert Forster']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",26.219598,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,6.2,"['John Cho', 'Kal Penn', 'Neil Patrick Harris']"
15000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",64.504747,145000000,84.0,Chronicle,6.6,"['Dane DeHaan', 'Alex Russell', 'Michael B. Jordan']"
12000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3.389249,30400000,132.0,Yentl,6.2,"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving']"
5000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",14.779537,42365581,116.0,Time Bandits,6.6,"['Sean Connery', 'John Cleese', 'Shelley Duvall']"
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",6.703319,61141030,93.0,Crossroads,4.7,"['Britney Spears', 'Zoe Saldana', 'Taryn Manning']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",49.070321,100000000,88.0,Project X,6.5,"['Oliver Cooper', 'Jonathan Daniel Brown', 'Thomas Mann']"
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",21.933822,89800000,172.0,Patton,7.3,"['George C. Scott', 'Karl Malden', 'Stephen Young']"
12000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",20.624896,52223306,96.0,One Hour Photo,6.6,"['Robin Williams', 'Connie Nielsen', 'Michael Vartan']"
12000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8.083995,40855419,89.0,Quarantine,5.5,"['Jennifer Carpenter', 'Steve Harris', 'Jay Hernandez']"
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",11.135734,56309766,98.0,The Eye,5.5,"['Jessica Alba', 'Alessandro Nivola', 'Parker Posey']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4.623609,31179516,97.0,Johnson Family Vacation,4.7,"['Cedric the Entertainer', 'Vanessa Williams', 'Steve Harvey']"
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",11.510281,31155435,93.0,How High,6.3,"['Method Man', 'Redman', 'Obba Babatundé']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",15.085981,27281507,85.0,The Muppet Christmas Carol,7.2,"['Michael Caine', 'Don Austen', 'Meredith Braun']"
